,year,month,day,hour,latitude,longitude,imma_version,attm_count,time_indicator,latlong_indicator,ship_course,ship_speed,national_source_indicator,id_indicator,callsign,country_code,wind_direction_indicator,wind_direction_true,wind_speed_indicator,wind_speed,visibility_indicator,visibility,present_weather,past_weather,sea_level_pressure,characteristic_of_ppp,amt_pressure_tend,indicator_for_temp,air_temperature,wbt_indicator,wetbulb_temperature,dpt_indicator,dewpoint_temperature,sst_measurement_method,sea_surface_temp,total_cloud_amount,lower_cloud_amount,low_cloud_type,cloud_height_indicator,cloud_height,middle_cloud_type,high_cloud_type,wave_direction,wave_period,wave_height,swell_direction,swell_period,swell_height,box_system_indicator,ten_degree_box_number,one_degree_box_number,deck,source_id,platform_type,dup_status,dup_check,track_check,pressure_bias,wave_period_indicator,swell_period_indicator,second_country_code,adaptive_qc_flags,nightday_flag,trimming_flags,ncdc_qc_flags,external,landlocked_flag,source_exclusion_flags,unique_report_id,release_no_primary,release_no_secondary,release_no_tertiary,release_status_indicator,intermediate_reject_flag,timestamp
208,2017,2,3,6.0,34.9,-75.2,1,4,0.0,0,5.0,2.0,,1,PCSZ,,0,30.0,4,5.7,,98,2,2,1020.8,4,0.0,0.0,15.5,0,11.0,,7.3,1.0,23.8,6,,,,A,,,,8,1.0,31,8,1.0,,206,45,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N6IK7I,3,0,1,0,1,2017-02-03 06:00:00+00:00
209,2017,8,28,14.0,59.9,-145.9,1,4,0.0,0,2.0,3.0,,1,PDAN,,0,140.0,4,7.7,,98,2,2,1013.2,3,0.3,0.0,12.0,0,11.4,,10.9,1.0,13.0,5,5.0,8,,5,4,A,,5,0.5,7,3,1.0,,127,95,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NWTNBT,3,0,1,0,1,2017-08-28 14:00:00+00:00
210,2017,5,7,19.0,23.9,-153.8,1,4,0.0,0,1.0,4.0,,1,PDAN,,0,100.0,4,13.9,,98,2,0,1021.0,3,1.0,0.0,23.5,0,22.2,,21.5,1.0,24.0,2,1.0,1,,3,4,0,,3,1.0,25,3,1.5,,234,33,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NICNZ1,3,0,1,0,1,2017-05-07 19:00:00+00:00
211,2017,7,31,17.0,59.2,-145.0,1,4,0.0,0,2.0,3.0,,1,PDAN,,0,90.0,4,7.7,,98,3,2,1029.5,2,0.5,0.0,15.0,0,13.5,,12.3,1.0,13.0,5,1.0,2,,4,7,A,,1,0.5,29,6,0.5,,127,95,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NTAEWY,3,0,1,0,1,2017-07-31 17:00:00+00:00
212,2017,7,4,4.0,58.8,-140.6,1,4,0.0,0,2.0,3.0,,1,PDAN,,0,100.0,4,7.7,,98,1,0,1014.6,0,0.4,0.0,13.0,0,12.0,,11.1,1.0,12.0,4,2.0,5,,5,6,4,,5,0.5,4,6,1.0,,127,80,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NPRKXM,3,0,1,0,1,2017-07-04 04:00:00+00:00
213,2017,5,12,3.0,47.8,-126.5,1,4,0.0,0,1.0,4.0,,1,PDAN,,0,160.0,4,7.2,,98,2,2,1011.1,2,1.1,0.0,9.7,0,8.9,,8.0,1.0,17.2,6,5.0,4,,5,7,A,,2,1.0,8,3,1.0,,165,76,992,114,5,1,2.0,,,,,,,2,511111,11111111111111,,,,NIWHGS,3,0,1,0,1,2017-05-12 03:00:00+00:00
214,2017,5,7,7.0,20.7,-154.5,1,4,0.0,0,1.0,4.0,,1,PDAN,,0,90.0,4,14.4,,98,3,2,1019.1,3,1.0,0.0,24.4,0,23.6,,23.2,1.0,25.0,3,3.0,4,,5,6,A,,2,1.0,33,3,1.5,,234,4,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NIAC2Q,3,0,1,0,1,2017-05-07 07:00:00+00:00
215,2017,6,26,20.0,51.7,-128.5,1,4,0.0,0,8.0,3.0,,1,PDAN,,0,290.0,4,10.8,,98,2,2,1016.0,4,0.0,0.0,12.0,0,10.5,,9.0,1.0,13.0,6,5.0,5,,5,7,A,,2,0.5,12,4,1.0,,129,18,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NOTEK4,3,0,1,0,1,2017-06-26 20:00:00+00:00
216,2017,8,28,16.0,59.7,-145.2,1,4,0.0,0,3.0,3.0,,1,PDAN,,0,90.0,4,16.5,,98,2,2,1012.7,8,0.3,0.0,12.0,0,11.0,,10.1,1.0,13.0,6,6.0,7,,3,7,A,,5,1.0,7,3,1.0,,127,95,992,114,5,1,2.0,,,,,,,2,112111,11111111111111,,,,NWU0ZF,3,0,1,0,1,2017-08-28 16:00:00+00:00
217,2017,4,28,21.0,41.7,-136.7,1,4,0.0,0,5.0,4.0,,1,PDAN,,0,200.0,4,10.3,,98,2,2,1024.0,6,1.0,0.0,13.0,0,13.0,,13.0,1.0,16.0,8,4.0,4,,5,4,A,,1,0.5,24,7,1.5,,164,16,992,114,5,1,2.0,,,,,,,2,311113,11111111111111,,,,NH77TH,3,0,1,0,1,2017-04-28 21:00:00+00:00
218,2017,5,4,12.0,46.1,-53.3,1,4,0.0,0,5.0,3.0,1.0,1,PDBP,,0,230.0,3,4.1,,98,2,5,1005.9,8,0.1,0.0,4.0,0,3.2,,2.2,1.0,1.9,7,4.0,7,,5,7,0,,1,0.5,21,7,1.5,,172,63,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NHXBMD,3,0,1,0,1,2017-05-04 12:00:00+00:00
219,2017,5,14,6.0,38.2,-54.8,1,4,0.0,0,2.0,3.0,1.0,1,PDBP,,0,20.0,3,9.3,,98,3,2,1011.9,3,0.3,0.0,15.9,0,13.5,,11.8,1.0,20.2,7,,,,A,,,,6,2.0,2,10,3.0,,208,84,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NJ5X9Y,3,0,1,0,1,2017-05-14 06:00:00+00:00
220,2017,6,9,18.0,28.4,-67.3,1,4,0.0,0,6.0,4.0,1.0,1,PDBP,,0,190.0,3,6.2,,98,2,1,1018.3,8,0.6,0.0,27.0,0,25.5,,25.0,1.0,27.7,5,3.0,2,,5,0,1,,3,1.0,20,8,1.5,,243,87,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMLHZK,3,0,1,0,1,2017-06-09 18:00:00+00:00
221,2017,5,1,15.0,23.4,36.9,1,4,0.0,0,7.0,3.0,1.0,1,PDHO,,0,20.0,4,6.2,,97,2,0,1008.3,5,0.8,0.0,26.1,0,24.8,,24.3,1.0,26.3,3,3.0,0,,7,2,0,,3,1.0,32,6,1.5,,217,36,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NHJYFS,3,0,1,0,1,2017-05-01 15:00:00+00:00
222,2017,6,7,12.0,48.5,-29.1,1,4,0.0,0,2.0,4.0,1.0,1,PDHW,,0,220.0,4,15.4,,98,1,8,996.8,0,0.4,0.0,14.1,0,11.9,,10.2,1.0,13.0,5,4.0,2,,4,6,4,,4,3.5,20,5,2.5,,175,89,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMAXEK,3,0,1,0,1,2017-06-07 12:00:00+00:00
223,2017,6,6,12.0,46.8,-39.0,1,4,0.0,0,2.0,4.0,1.0,1,PDHW,,0,220.0,4,16.5,,97,2,5,997.9,7,0.7,0.0,10.1,0,9.1,,8.2,1.0,13.0,8,7.0,7,,2,2,A,,3,3.5,22,6,2.5,,174,69,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NM67VC,3,0,1,0,1,2017-06-06 12:00:00+00:00
224,2017,3,10,19.0,49.1,-7.2,1,4,0.0,0,2.0,2.0,1.0,1,PDVN,,0,160.0,4,10.3,,97,2,2,1017.0,6,0.8,0.0,11.8,0,11.1,,10.6,1.0,11.0,8,4.0,6,,4,1,0,,3,1.0,14,5,1.0,,177,97,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NAZN5P,3,0,1,0,1,2017-03-10 19:00:00+00:00
225,2017,2,4,18.0,48.6,-6.3,1,4,0.0,0,5.0,3.0,1.0,1,PDWZ,,0,270.0,3,6.7,,98,3,2,997.2,1,1.6,0.0,10.8,0,8.7,,6.7,0.0,12.4,7,6.0,7,,2,7,8,,5,0.5,24,10,3.5,,177,86,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N6PDRS,3,0,1,0,1,2017-02-04 18:00:00+00:00
226,2017,3,12,0.0,-48.1,-27.7,1,4,0.0,0,1.0,2.0,1.0,1,PDZS,,0,,4,,,96,61,6,981.4,0,0.0,0.0,9.0,0,8.8,,8.6,0.0,7.9,8,8.0,6,,3,A,A,,2,1.0,33,12,3.0,,499,87,992,114,5,1,2.0,,,,,,,1,116141,11111111111111,,,,NB5644,3,0,1,0,1,2017-03-12 00:00:00+00:00
227,2017,5,19,12.0,2.5,-42.3,1,4,0.0,0,7.0,2.0,1.0,1,PDZS,,0,80.0,4,7.7,,97,18,1,1011.3,0,1.9,0.0,29.8,0,26.9,,25.9,0.0,29.0,4,,2,,4,A,A,,4,1.0,3,7,1.5,,317,22,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NJUH74,3,0,1,0,1,2017-05-19 12:00:00+00:00
228,2017,3,27,6.0,-36.9,13.1,1,4,0.0,0,1.0,1.0,1.0,1,PDZS,,0,220.0,4,8.2,,97,2,2,1017.9,3,1.0,0.0,15.9,0,13.8,,12.4,0.0,19.0,6,6.0,9,,5,0,0,,4,0.5,20,6,1.0,,467,63,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,ND25N8,3,0,1,0,1,2017-03-27 06:00:00+00:00
229,2017,3,26,12.0,-37.7,11.3,1,4,0.0,0,1.0,2.0,1.0,1,PDZS,,0,240.0,4,7.7,,98,2,1,1016.4,8,1.2,0.0,18.8,0,16.2,,14.6,0.0,18.3,3,3.0,5,,5,0,0,,2,0.5,24,5,2.0,,467,71,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NCYQLJ,3,0,1,0,1,2017-03-26 12:00:00+00:00
230,2017,5,8,18.0,-5.7,-25.1,1,4,0.0,0,6.0,2.0,1.0,1,PDZS,,0,130.0,4,7.7,,98,3,0,1009.3,5,0.7,0.0,28.8,0,25.7,,24.6,0.0,28.8,3,3.0,2,,4,0,0,,4,1.5,17,9,3.5,,355,55,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NIH5OW,3,0,1,0,1,2017-05-08 18:00:00+00:00
231,2017,5,2,18.0,-8.8,-13.5,1,4,0.0,0,7.0,2.0,1.0,1,PDZS,,0,140.0,4,9.8,,97,1,1,1011.5,5,0.4,0.0,27.6,0,24.0,,22.6,0.0,27.6,2,2.0,1,,5,0,0,,5,1.5,15,11,4.5,,356,83,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NHP73A,3,0,1,0,1,2017-05-02 18:00:00+00:00
232,2017,5,19,18.0,3.0,-42.7,1,4,0.0,0,7.0,1.0,1.0,1,PDZS,,0,80.0,4,6.7,,98,25,8,1008.5,6,1.2,0.0,28.6,0,26.4,,25.6,0.0,28.8,2,2.0,2,,4,0,0,,4,1.0,5,7,1.5,,317,32,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NJVNSJ,3,0,1,0,1,2017-05-19 18:00:00+00:00
233,2017,5,23,12.0,39.7,-21.2,1,4,0.0,0,2.0,2.0,1.0,1,PECA,,0,170.0,4,8.2,,98,1,0,1019.7,4,0.0,0.0,20.8,0,18.2,,16.8,0.0,18.6,1,0.0,0,,9,0,8,,3,0.5,14,4,1.0,,211,91,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NKD6JN,3,0,1,0,1,2017-05-23 12:00:00+00:00
234,2017,8,2,12.0,16.7,-62.6,1,4,0.0,0,7.0,4.0,1.0,1,PENR,,0,70.0,3,10.3,,98,2,1,1015.9,3,2.1,0.0,29.8,0,26.2,,24.7,0.0,28.8,4,2.0,2,,5,1,1,,5,1.5,7,8,1.5,,279,62,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NTIOL6,3,0,1,0,1,2017-08-02 12:00:00+00:00
235,2017,4,28,15.0,41.7,-20.1,1,4,0.0,0,5.0,4.0,1.0,1,PENR,,0,30.0,3,6.7,,98,2,2,1021.0,8,1.3,0.0,14.7,0,10.4,,5.7,0.0,14.1,7,3.0,1,,A,6,A,,6,1.5,20,8,3.0,,175,10,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NH62HT,3,0,1,0,1,2017-04-28 15:00:00+00:00
236,2017,3,29,18.0,49.9,-2.9,1,4,0.0,0,6.0,4.0,1.0,1,PENR,,0,230.0,3,5.1,,98,3,2,1020.7,8,2.2,0.0,12.3,0,11.0,,9.8,,10.0,8,,7,,3,A,A,,4,1.0,23,9,1.0,,177,92,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NDDBS4,3,0,1,0,1,2017-03-29 18:00:00+00:00
237,2017,3,23,18.0,40.7,-29.2,1,4,0.0,0,1.0,4.0,1.0,1,PENR,,0,190.0,3,5.7,,98,2,2,1033.1,7,0.6,0.0,16.4,0,13.1,,10.2,0.0,16.2,7,7.0,5,,5,A,A,,8,0.5,29,10,2.0,,175,9,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NCM7T6,3,0,1,0,1,2017-03-23 18:00:00+00:00
238,2017,8,30,12.0,15.7,-63.9,1,4,0.0,0,7.0,5.0,1.0,1,PENR,,0,70.0,3,7.2,,98,2,0,1015.1,3,1.4,0.0,30.2,0,26.2,,24.5,0.0,29.4,1,1.0,1,,5,0,0,,5,1.0,9,6,1.0,,279,53,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NX2FU0,3,0,1,0,1,2017-08-30 12:00:00+00:00
239,2017,6,24,13.0,39.5,-24.0,1,4,0.0,0,5.0,4.0,1.0,1,PENR,,0,10.0,3,4.6,,99,1,0,1028.4,4,0.0,0.0,20.8,0,17.3,,14.9,0.0,21.2,2,2.0,1,,5,0,0,,3,0.5,29,10,1.0,,211,94,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NOIOV5,3,0,1,0,1,2017-06-24 13:00:00+00:00
240,2017,5,2,6.0,25.5,-46.2,1,4,0.0,0,5.0,4.0,1.0,1,PENR,,0,340.0,3,5.7,,98,2,0,1017.0,5,1.1,0.0,22.0,0,18.5,,16.3,,23.0,2,1.0,1,,5,4,5,,4,1.5,5,10,1.5,,245,56,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NHMUZC,3,0,1,0,1,2017-05-02 06:00:00+00:00
241,2017,2,18,18.0,34.7,-60.1,1,4,0.0,0,2.0,3.0,1.0,1,PFBE,,0,320.0,3,9.8,,99,2,0,1013.3,6,1.4,0.0,15.5,0,11.2,,7.6,3.0,20.0,4,4.0,1,,A,0,A,,6,2.0,32,12,3.0,,207,40,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N8GNIV,3,0,1,0,1,2017-02-18 18:00:00+00:00
242,2017,5,5,12.0,48.5,-35.8,1,4,0.0,0,9.0,4.0,1.0,1,PFBE,,0,90.0,3,7.7,,95,53,5,1000.8,8,1.9,0.0,15.2,0,14.8,,14.6,3.0,13.8,8,8.0,7,,1,A,A,,2,1.0,9,10,2.5,,174,85,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NI1ZCJ,3,0,1,0,1,2017-05-05 12:00:00+00:00
243,2017,8,9,0.0,20.5,106.7,1,4,0.0,0,0.0,0.0,1.0,1,PFBF,,0,210.0,4,8.7,,98,2,0,1007.6,3,0.7,0.0,31.1,0,30.1,,29.8,1.0,31.0,2,1.0,0,,7,0,5,,2,0.5,17,5,3.0,,224,6,992,114,5,1,2.0,,,,,,,2,111311,11111111111111,,,,NUCY13,3,0,1,0,1,2017-08-09 00:00:00+00:00
244,2017,3,6,14.0,-4.1,-81.5,1,4,0.0,0,4.0,3.0,,1,PFRO,,0,190.0,4,10.3,,98,60,6,1010.0,3,2.0,0.0,25.0,0,24.0,,23.5,1.0,28.0,8,8.0,7,,3,A,A,,2,1.0,38,2,0.5,,349,41,992,114,5,1,2.0,,,,,,,2,111311,11111111111111,,,,NAGKX5,3,0,1,0,1,2017-03-06 14:00:00+00:00
245,2017,5,9,12.0,11.1,-75.9,1,4,0.0,0,2.0,4.0,,1,PFRO,,0,90.0,4,7.7,,98,2,2,1009.0,3,0.6,0.0,27.0,0,26.0,,25.6,1.0,30.5,7,7.0,7,,3,0,0,,1,0.5,5,2,1.5,,278,15,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NIKN38,3,0,1,0,1,2017-05-09 12:00:00+00:00
246,2017,4,10,6.0,-18.6,-160.1,1,4,0.0,0,4.0,3.0,,1,PFRO,,0,120.0,4,8.2,,98,2,0,1010.5,3,1.0,0.0,29.0,0,27.0,,26.2,1.0,31.5,3,1.0,1,,4,0,5,,2,0.5,18,5,2.0,,377,80,992,114,5,1,2.0,,,,,,,1,311111,11111111111111,,,,NESW99,3,0,1,0,1,2017-04-10 06:00:00+00:00
247,2017,4,5,8.0,5.9,-159.0,1,4,0.0,0,4.0,3.0,,1,PFRO,,0,60.0,4,13.4,,98,2,1,1010.0,4,0.0,0.0,27.0,0,25.0,,24.1,1.0,29.5,3,,,,A,,,,5,2.5,3,7,3.0,,306,59,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NE701G,3,0,1,0,1,2017-04-05 08:00:00+00:00
248,2017,4,7,3.0,0.2,-157.4,1,4,0.0,0,4.0,3.0,,1,PFRO,,0,90.0,4,5.1,,98,1,1,1008.0,8,0.3,0.0,26.0,0,25.8,,25.7,1.0,28.5,3,3.0,4,,6,0,0,,3,0.5,4,5,2.0,,306,7,992,114,5,1,2.0,,,,,,,2,111113,11111111111111,,,,NEF6D0,3,0,1,0,1,2017-04-07 03:00:00+00:00
249,2017,2,17,3.0,22.9,-151.2,1,4,0.0,0,2.0,3.0,,1,PFRO,,0,40.0,4,10.3,,98,2,0,1020.0,4,0.0,0.0,22.0,0,19.0,,17.2,1.0,26.0,3,3.0,1,,5,0,4,,2,0.5,25,2,0.5,,234,21,992,114,5,1,2.0,,,,,,,2,311111,11111111111111,,,,N899BM,3,0,1,0,1,2017-02-17 03:00:00+00:00
250,2017,4,21,18.0,2.0,-134.0,1,4,0.0,0,1.0,4.0,,1,PFRO,,0,130.0,4,7.7,,98,2,2,1011.2,1,1.2,0.0,26.5,0,24.0,,22.8,1.0,31.5,3,3.0,2,,A,7,6,,3,0.5,15,8,2.0,,308,24,992,114,5,1,2.0,,,,,,,2,511111,11111111111111,,,,NGA65X,3,0,1,0,1,2017-04-21 18:00:00+00:00
251,2017,1,18,22.0,-41.2,151.0,1,4,0.0,0,2.0,4.0,,1,PFRO,,0,200.0,4,18.0,,98,15,1,1015.0,4,0.0,0.0,15.0,0,12.0,,9.2,1.0,22.0,6,6.0,3,,5,A,A,,3,2.0,20,7,3.5,,481,11,992,114,5,1,2.0,,,,,,,2,311311,11111111111111,,,,N4JZOZ,3,0,1,0,1,2017-01-18 22:00:00+00:00
252,2017,4,28,20.0,22.2,-109.3,1,4,0.0,0,3.0,4.0,,1,PFRO,,0,260.0,4,6.7,,98,3,1,1011.8,4,0.0,0.0,21.5,0,18.5,,16.6,1.0,25.5,5,2.0,1,,5,4,A,,3,0.5,29,6,1.5,,239,29,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NH71ML,3,0,1,0,1,2017-04-28 20:00:00+00:00
253,2017,4,8,6.0,-6.2,-158.4,1,4,0.0,0,4.0,4.0,,1,PFRO,,0,10.0,4,3.6,,98,1,1,1010.0,3,0.6,0.0,29.0,0,25.5,,24.0,1.0,31.5,5,,9,,A,4,0,,2,0.5,36,5,1.5,,342,68,992,114,5,1,2.0,,,,,,,1,511111,11111111111111,,,,NEJR3C,3,0,1,0,1,2017-04-08 06:00:00+00:00
254,2017,4,4,7.0,12.2,-157.6,1,4,0.0,0,4.0,4.0,,1,PFRO,,0,70.0,4,15.4,,98,2,1,1012.0,4,0.0,0.0,24.5,0,24.4,,24.4,1.0,27.5,6,6.0,A,,A,A,A,,3,2.5,6,7,3.5,,270,27,992,114,5,1,2.0,,,,,,,1,111115,11111111111111,,,,NE2D9Z,3,0,1,0,1,2017-04-04 07:00:00+00:00
255,2017,8,9,6.0,46.0,-46.4,1,4,0.0,0,1.0,3.0,1.0,1,PHAQ,,0,270.0,3,7.7,,97,10,2,1017.0,4,0.0,0.0,15.1,0,13.3,,11.8,1.0,17.0,7,7.0,7,,6,A,A,,6,0.5,9,9,1.5,,173,66,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NUE2SK,3,0,1,0,1,2017-08-09 06:00:00+00:00
256,2017,1,22,6.0,48.7,-15.3,1,4,0.0,0,6.0,4.0,1.0,1,PHAQ,,0,300.0,4,4.1,,98,2,1,1021.4,1,1.0,0.0,10.1,0,8.6,,7.2,1.0,13.2,3,,,,A,,,,6,0.5,26,8,3.0,,176,85,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N4ZCES,3,0,1,0,1,2017-01-22 06:00:00+00:00
257,2017,8,15,12.0,57.7,10.8,1,4,0.0,0,3.0,3.0,1.0,1,PHAQ,,0,130.0,4,9.8,,98,2,2,1016.9,4,0.0,0.0,20.0,0,16.0,,13.0,3.0,17.0,8,,6,,A,1,A,,3,1.5,13,5,1.5,,143,70,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NV5DXB,3,0,1,0,1,2017-08-15 12:00:00+00:00
258,2017,1,6,23.0,22.4,-109.0,1,4,0.0,0,3.0,4.0,,1,PHEO,,0,360.0,4,7.2,,98,2,1,1011.0,4,0.0,0.0,25.0,0,21.0,,18.8,1.0,24.0,0,0.0,0,,9,0,0,,2,0.5,13,3,0.5,,239,29,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N31BSR,3,0,1,0,1,2017-01-06 23:00:00+00:00
259,2017,7,21,10.0,37.3,-67.0,1,4,0.0,0,7.0,4.0,,1,PHEO,,0,230.0,4,7.7,,98,3,2,1014.0,4,0.0,0.0,26.0,0,24.0,,23.1,1.0,27.0,6,6.0,3,,5,4,A,,3,0.5,19,4,1.0,,207,77,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NRYX6A,3,0,1,0,1,2017-07-21 10:00:00+00:00
260,2017,2,23,9.0,-22.5,-41.6,1,4,0.0,0,5.0,3.0,,1,PHEO,,0,10.0,4,6.7,,98,1,0,1015.6,2,0.5,0.0,25.1,0,24.6,,24.4,1.0,28.5,1,0.0,0,,9,0,4,,2,0.0,9,5,1.0,,425,21,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N91FHN,3,0,1,0,1,2017-02-23 09:00:00+00:00
261,2017,2,5,18.0,15.3,-72.0,1,4,0.0,0,3.0,4.0,,1,PHEO,,0,80.0,4,12.9,,98,2,0,1013.6,4,0.0,0.0,27.5,0,25.0,,23.9,1.0,27.5,3,2.0,4,,6,4,0,,4,3.0,11,4,2.0,,278,52,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N6TZUT,3,0,1,0,1,2017-02-05 18:00:00+00:00
262,2017,7,5,6.0,21.1,-52.6,1,4,0.0,0,5.0,4.0,1.0,1,PJKV,,0,70.0,3,7.7,,98,3,2,1020.4,6,2.0,0.0,27.0,0,24.0,,22.6,3.0,28.0,6,5.0,4,,A,A,A,,7,1.0,8,10,1.0,,244,12,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NPWOUW,3,0,1,0,1,2017-07-05 06:00:00+00:00
263,2017,7,4,12.0,24.4,-47.9,1,4,0.0,0,5.0,4.0,1.0,1,PJKV,,0,80.0,3,9.3,,97,3,0,1024.2,0,0.5,0.0,27.5,0,23.0,,20.7,3.0,24.4,1,,1,,5,A,A,,3,1.0,10,10,1.0,,245,47,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NPT6GH,3,0,1,0,1,2017-07-04 12:00:00+00:00
264,2017,5,10,6.0,-15.9,-16.6,1,4,0.0,0,3.0,3.0,,1,S6TE,,0,110.0,4,8.2,,97,3,0,1014.6,2,0.2,0.0,24.0,0,21.0,,19.6,1.0,26.0,3,3.0,4,,6,0,0,,7,2.0,11,7,2.0,,392,56,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NIO4LR,3,0,1,0,1,2017-05-10 06:00:00+00:00
265,2017,5,8,15.0,-11.1,-22.8,1,4,0.0,0,3.0,3.0,,1,S6TE,,0,110.0,4,9.3,,98,2,0,1011.2,7,1.6,0.0,27.0,0,22.3,,20.3,1.0,27.8,3,3.0,1,,5,6,0,,10,2.0,10,12,2.5,,391,12,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NIGKRC,3,0,1,0,1,2017-05-08 15:00:00+00:00
266,2017,4,27,18.0,14.1,-63.2,1,4,0.0,0,2.0,3.0,,1,S6TE,,0,120.0,4,6.2,,98,2,0,1012.3,7,1.7,0.0,29.0,0,26.0,,25.0,1.0,27.0,4,4.0,4,,6,8,0,,6,1.5,10,7,1.0,,279,43,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NH21YA,3,0,1,0,1,2017-04-27 18:00:00+00:00
267,2017,5,23,3.0,-32.2,50.7,1,4,0.0,0,2.0,3.0,,1,S6TE,,0,290.0,4,7.7,,97,3,1,1019.1,4,0.0,0.0,20.0,0,19.0,,18.5,1.0,20.9,4,4.0,4,,5,6,0,,8,2.5,21,10,3.0,,435,20,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NKBG3V,3,0,1,0,1,2017-05-23 03:00:00+00:00
268,2017,5,30,6.0,-18.3,86.3,1,4,0.0,0,1.0,3.0,,1,S6TE,,0,110.0,4,10.8,,98,2,0,1016.0,7,0.3,0.0,24.2,0,19.4,,16.9,1.0,24.9,1,1.0,1,,5,0,0,,11,3.5,23,15,3.5,,366,86,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NL8O08,3,0,1,0,1,2017-05-30 06:00:00+00:00
269,2017,3,31,0.0,29.2,-94.3,1,4,0.0,0,0.0,0.0,,1,S6TE,,0,250.0,4,3.6,,98,2,0,1008.8,2,0.2,0.0,21.8,0,15.4,,10.1,1.0,22.0,0,0.0,0,,9,0,0,,4,0.5,14,7,1.0,,240,94,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NDIYZN,3,0,1,0,1,2017-03-31 00:00:00+00:00
270,2017,4,12,18.0,29.2,-94.3,1,4,0.0,0,0.0,0.0,,1,S6TE,,0,100.0,4,8.2,,97,2,2,1021.5,2,0.2,0.0,22.7,0,21.0,,20.1,1.0,22.0,5,5.0,5,,5,6,8,,7,1.0,10,6,1.0,,240,94,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NF4FTV,3,0,1,0,1,2017-04-12 18:00:00+00:00
271,2017,5,13,6.0,-24.4,-4.2,1,4,0.0,0,3.0,3.0,,1,S6TE,,0,30.0,4,5.7,,97,3,1,1016.6,7,0.7,0.0,22.0,0,19.0,,17.5,1.0,23.2,3,3.0,4,,5,4,5,,5,1.0,11,6,1.5,,429,44,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NJ1KU8,3,0,1,0,1,2017-05-13 06:00:00+00:00
