,year,month,day,hour,latitude,longitude,imma_version,attm_count,time_indicator,latlong_indicator,ship_course,ship_speed,national_source_indicator,id_indicator,callsign,country_code,wind_direction_indicator,wind_direction_true,wind_speed_indicator,wind_speed,visibility_indicator,visibility,present_weather,past_weather,sea_level_pressure,characteristic_of_ppp,amt_pressure_tend,indicator_for_temp,air_temperature,wbt_indicator,wetbulb_temperature,dpt_indicator,dewpoint_temperature,sst_measurement_method,sea_surface_temp,total_cloud_amount,lower_cloud_amount,low_cloud_type,cloud_height_indicator,cloud_height,middle_cloud_type,high_cloud_type,wave_direction,wave_period,wave_height,swell_direction,swell_period,swell_height,box_system_indicator,ten_degree_box_number,one_degree_box_number,deck,source_id,platform_type,dup_status,dup_check,track_check,pressure_bias,wave_period_indicator,swell_period_indicator,second_country_code,adaptive_qc_flags,nightday_flag,trimming_flags,ncdc_qc_flags,external,landlocked_flag,source_exclusion_flags,unique_report_id,release_no_primary,release_no_secondary,release_no_tertiary,release_status_indicator,intermediate_reject_flag,timestamp
0,2017,6,14,14.0,50.1,1.0,1,4,0.0,0,8.0,2.0,,0,PMO,,0,40.0,3,7.2,,97,2,0,1015.4,7,0.9,0.0,20.8,0,17.2,,14.7,0.0,15.2,0,0.0,0,,9,0,0,,3,0.5,2,2,0.5,,142,1,992,114,5,1,2.0,,,,,,,2,131111,11111111111111,,,,NN81W4,3,0,1,0,1,2017-06-14 14:00:00+00:00
1,2017,6,21,5.0,51.2,2.8,1,4,0.0,0,0.0,0.0,,0,PMO,,0,90.0,3,4.1,,97,2,0,1017.8,3,0.3,0.0,20.0,0,17.6,,16.0,0.0,19.4,2,1.0,0,,7,2,5,,2,0.0,7,3,0.5,,142,12,992,114,5,1,2.0,,,,,,,2,511111,11111111111111,,,,NO30U7,3,0,1,0,1,2017-06-21 05:00:00+00:00
2,2017,1,13,7.0,19.2,-87.1,1,4,0.0,0,1.0,4.0,,1,3EUS,,0,90.0,4,12.9,,98,1,1,1016.0,4,0.0,0.0,26.0,0,20.0,,16.3,,27.5,4,3.0,2,,6,6,4,,10,2.0,8,10,2.0,,277,97,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N3U3ON,3,0,1,0,1,2017-01-13 07:00:00+00:00
3,2017,1,31,9.0,20.2,-71.6,1,4,0.0,0,2.0,4.0,,1,3EUS,,0,60.0,4,12.9,,98,2,0,1015.0,4,0.0,0.0,25.0,0,21.0,,18.8,,26.5,6,2.0,A,,A,4,5,,15,1.5,3,15,1.5,,242,1,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N65EJE,3,0,1,0,1,2017-01-31 09:00:00+00:00
4,2017,1,20,21.0,19.8,-70.7,1,4,0.0,0,0.0,0.0,,1,3EUS,,0,60.0,4,4.1,,98,2,0,1010.0,4,0.0,0.0,25.0,0,19.0,,15.1,,26.5,2,2.0,1,,6,4,2,,10,0.5,2,10,0.5,,278,90,992,114,5,1,2.0,,,,,,,2,111112,11111111111111,,,,N4T1UU,3,0,1,0,1,2017-01-20 21:00:00+00:00
5,2017,7,18,21.0,11.6,-91.3,1,4,0.0,0,3.0,3.0,,1,7JCO,,0,100.0,4,9.3,,98,2,2,1008.9,7,2.0,0.0,31.0,0,26.5,,24.6,1.0,29.2,7,6.0,7,,2,7,8,,3,2.0,10,3,2.0,,276,11,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NRN6ME,3,0,1,0,1,2017-07-18 21:00:00+00:00
6,2017,3,15,12.0,26.9,-74.8,1,4,0.0,0,1.0,4.0,,1,7JDE,,0,280.0,4,7.7,,98,2,2,1014.5,2,0.3,0.0,21.0,0,17.0,,14.2,1.0,23.0,3,2.0,1,,5,4,A,,2,1.0,32,5,2.0,,242,64,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NBKR1A,3,0,1,0,1,2017-03-15 12:00:00+00:00
7,2017,4,3,12.0,36.6,13.5,1,4,0.0,0,2.0,4.0,,1,7JDN,,0,270.0,3,11.3,,98,2,2,1023.4,1,0.1,0.0,16.0,0,15.0,,14.3,3.0,16.0,7,4.0,4,,5,4,4,,6,2.5,27,7,2.5,,215,63,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NDYWMK,3,0,1,0,1,2017-04-03 12:00:00+00:00
8,2017,3,19,12.0,49.8,-1.5,1,4,0.0,0,1.0,3.0,,1,7JDN,,0,250.0,3,10.3,,98,2,2,1023.4,5,0.6,0.0,12.0,0,11.0,,10.1,3.0,10.0,8,5.0,6,,2,2,6,,5,2.5,25,6,2.5,,177,91,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NC2WXI,3,0,1,0,1,2017-03-19 12:00:00+00:00
9,2017,6,13,10.0,36.1,15.5,1,4,0.0,0,2.0,4.0,,1,7JDN,,0,220.0,4,2.1,,98,2,0,1026.6,0,0.2,0.0,25.0,0,24.0,,23.5,3.0,23.0,5,2.0,1,,2,4,5,,2,0.5,32,3,0.5,,215,65,992,114,5,1,2.0,,,,,,,2,111131,11111111111111,,,,NN2MEH,3,0,1,0,1,2017-06-13 10:00:00+00:00
10,2017,7,18,6.0,13.6,115.6,1,4,0.0,0,1.0,3.0,,1,7JHG,,0,160.0,4,3.1,,98,1,0,1011.6,4,0.0,0.0,31.0,0,27.0,,25.4,3.0,30.0,7,2.0,5,,7,4,5,,1,1.5,1,2,1.5,,261,35,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NRKAG2,3,0,1,0,1,2017-07-18 06:00:00+00:00
11,2017,7,15,15.0,40.1,-72.3,1,4,0.0,0,0.0,0.0,,1,7JJJ,,0,80.0,4,1.5,,97,2,2,1022.8,2,0.5,0.0,26.0,0,25.0,,24.6,3.0,24.0,8,6.0,7,,2,1,8,,3,0.0,9,5,0.5,,170,2,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NR87ME,3,0,1,0,1,2017-07-15 15:00:00+00:00
12,2017,6,11,6.0,23.5,136.9,1,4,0.0,0,5.0,3.0,,1,7JVS,,0,250.0,4,4.1,,99,2,0,1012.2,2,0.5,0.0,29.0,0,27.0,,26.3,1.0,30.0,2,2.0,1,,8,3,1,,1,0.5,2,1,0.5,,227,36,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMSI59,3,0,1,0,1,2017-06-11 06:00:00+00:00
13,2017,8,22,12.0,25.2,124.2,1,4,0.0,0,5.0,3.0,,1,7JVS,,0,20.0,4,14.9,,98,2,2,1006.2,2,0.2,0.0,30.0,0,29.0,,28.7,1.0,32.0,6,5.0,4,,7,5,4,,4,2.0,1,4,1.0,,226,54,992,114,5,1,2.0,,,,,,,1,311211,11111111111111,,,,NW1O6U,3,0,1,0,1,2017-08-22 12:00:00+00:00
14,2017,7,2,3.0,25.8,124.9,1,4,0.0,0,1.0,1.0,,1,7JVS,,0,320.0,4,5.7,,98,3,0,1009.5,2,0.2,0.0,31.0,0,29.0,,28.4,1.0,33.0,5,3.0,3,,7,3,4,,4,1.5,1,4,1.5,,226,54,992,114,5,1,2.0,,,,,,,2,511111,11111111111111,,,,NPI3X4,3,0,1,0,1,2017-07-02 03:00:00+00:00
15,2017,1,15,0.0,4.3,106.1,1,4,0.0,0,1.0,3.0,,1,AUTP,,0,310.0,4,1.0,,98,1,2,1012.0,4,0.0,0.0,28.0,0,27.0,,27.0,1.0,28.0,4,4.0,0,,4,9,0,,2,0.5,4,2,0.5,,296,46,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N41Z46,3,0,1,0,1,2017-01-15 00:00:00+00:00
16,2017,3,18,6.0,25.9,54.9,1,4,0.0,0,7.0,3.0,,1,AUTP,,0,220.0,4,2.1,,97,2,0,1015.8,5,1.8,0.0,24.0,0,22.0,,21.0,1.0,24.0,4,4.0,2,,4,0,0,,1,0.5,22,1,0.5,,219,54,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NBX8XX,3,0,1,0,1,2017-03-18 06:00:00+00:00
17,2017,6,18,22.0,48.0,168.9,1,4,0.0,0,2.0,4.0,,1,BKIE,,0,80.0,4,5.1,,98,3,2,1022.0,2,2.0,0.0,6.0,0,5.0,,3.9,3.0,7.0,7,6.0,6,,2,7,7,,6,1.0,30,6,1.0,,158,88,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NNSBRV,3,0,1,0,1,2017-06-18 22:00:00+00:00
18,2017,4,14,17.0,29.6,-120.6,1,4,0.0,0,7.0,5.0,,1,BKIE,,0,10.0,4,10.3,,98,3,2,1020.0,1,2.0,0.0,16.0,0,12.0,,8.8,3.0,18.0,7,7.0,5,,5,6,6,,5,2.5,3,5,2.5,,237,90,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NFDHZP,3,0,1,0,1,2017-04-14 17:00:00+00:00
19,2017,8,31,6.0,-37.0,127.8,1,4,0.0,0,2.0,4.0,1.0,1,CQBD,,0,300.0,4,5.7,,97,2,1,1010.0,4,0.0,0.0,16.0,0,14.0,,12.7,3.0,12.0,5,,5,,5,A,A,,1,1.0,30,1,1.0,,442,77,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NX5VFM,3,0,1,0,1,2017-08-31 06:00:00+00:00
20,2017,2,13,12.0,34.8,-155.9,1,4,0.0,0,2.0,4.0,,1,CQCU,,0,250.0,4,16.5,,98,2,2,992.9,3,1.4,0.0,15.0,0,13.0,,11.6,1.0,15.0,6,5.0,5,,5,8,8,,6,3.0,38,12,4.0,,198,45,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,N7SQ82,3,0,1,0,1,2017-02-13 12:00:00+00:00
21,2017,1,7,0.0,-14.0,-157.6,1,4,0.0,0,7.0,4.0,,1,CQCU,,0,360.0,4,6.2,,98,1,1,1009.2,5,1.8,0.0,31.5,0,26.5,,24.8,1.0,28.0,4,1.0,6,,3,4,A,,2,0.5,19,11,1.5,,378,47,992,114,5,1,2.0,,,,,,,2,131111,11111111111111,,,,N31J0Z,3,0,1,0,1,2017-01-07 00:00:00+00:00
22,2017,8,3,12.0,-16.4,-133.5,1,4,0.0,0,7.0,4.0,,1,CQCU,,0,110.0,3,5.1,,98,2,1,1017.8,6,0.8,0.0,24.5,0,20.5,,18.6,3.0,25.0,4,3.0,4,,6,4,5,,3,0.5,38,12,1.5,,380,63,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NTNBMK,3,0,1,0,1,2017-08-03 12:00:00+00:00
23,2017,6,9,6.0,19.4,126.9,1,4,0.0,0,7.0,4.0,,1,CQCU,,0,90.0,4,3.6,,98,2,0,1010.3,7,1.4,0.0,30.5,0,27.0,,25.8,1.0,29.0,3,2.0,4,,6,6,8,,3,0.5,9,8,1.0,,262,96,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMJ5V7,3,0,1,0,1,2017-06-09 06:00:00+00:00
24,2017,6,9,12.0,20.1,38.9,1,4,0.0,0,3.0,3.0,,1,CQCZ,,0,280.0,4,4.1,,98,3,2,1006.6,7,0.4,0.0,32.8,0,27.8,,26.2,3.0,30.0,7,0.0,0,,9,0,7,,2,0.0,36,4,0.5,,217,8,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMKC5C,3,0,1,0,1,2017-06-09 12:00:00+00:00
25,2017,6,12,11.0,15.0,54.0,1,4,0.0,0,2.0,4.0,,1,CQCZ,,0,230.0,4,9.3,,97,3,0,1006.2,7,1.8,0.0,30.8,0,26.8,,25.4,3.0,30.0,4,1.0,7,,3,0,7,,6,1.5,18,9,2.0,,255,54,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NMY5OE,3,0,1,0,1,2017-06-12 11:00:00+00:00
26,2017,5,31,14.0,37.4,-13.2,1,4,0.0,0,2.0,3.0,,1,CQCZ,,0,10.0,4,5.7,,98,80,8,1023.2,7,0.8,0.0,20.6,0,17.8,,16.3,3.0,20.0,4,3.0,2,,4,8,A,,2,0.5,29,5,0.5,,212,73,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NLEJB5,3,0,1,0,1,2017-05-31 14:00:00+00:00
27,2017,5,8,15.0,40.0,-23.8,1,4,0.0,0,6.0,4.0,,1,CQCZ,,0,180.0,4,10.3,,97,25,8,1005.4,7,3.1,0.0,18.8,0,16.5,,15.2,3.0,17.0,2,1.0,7,,2,7,8,,6,2.5,25,10,3.0,,175,3,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NIGJTS,3,0,1,0,1,2017-05-08 15:00:00+00:00
28,2017,5,14,18.0,38.7,-9.8,1,4,0.0,0,8.0,4.0,1.0,1,CQEU,,0,100.0,4,5.1,,98,3,2,1025.0,6,0.6,0.0,19.0,0,17.3,,16.2,3.0,18.0,8,8.0,6,,A,A,A,,4,0.5,31,8,2.5,,213,89,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NJ8A0Z,3,0,1,0,1,2017-05-14 18:00:00+00:00
29,2017,3,31,12.0,-2.9,-30.2,1,4,0.0,0,1.0,3.0,1.0,1,CQEV,,0,130.0,4,6.2,,98,2,2,1013.1,1,1.2,0.0,31.0,0,27.0,,25.7,3.0,29.0,7,,6,,3,7,A,,3,2.0,16,3,2.0,,354,20,992,114,5,1,2.0,,,,,,,2,131111,11111111111111,,,,NDL8K8,3,0,1,0,1,2017-03-31 12:00:00+00:00
30,2017,7,19,12.0,-3.1,81.4,1,4,0.0,0,1.0,3.0,,1,CQFA,,0,140.0,4,12.9,,97,2,1,1011.0,6,1.0,0.0,28.0,0,26.9,,26.5,3.0,28.0,6,6.0,0,,6,4,0,,3,2.0,9,12,3.0,,330,31,992,114,5,1,2.0,,,,,,,2,112311,11111111111111,,,,NRQ22Z,3,0,1,0,1,2017-07-19 12:00:00+00:00
31,2017,3,18,4.0,20.3,116.0,1,4,0.0,0,1.0,3.0,,1,CQFA,,0,50.0,4,8.7,,96,10,2,1017.8,1,1.0,0.0,27.5,0,23.4,,21.7,3.0,23.0,8,2.0,5,,5,6,0,,7,2.0,6,7,2.0,,225,6,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NBWVFV,3,0,1,0,1,2017-03-18 04:00:00+00:00
32,2017,8,26,13.0,-2.2,71.1,1,4,0.0,0,5.0,3.0,,1,CQFA,,0,140.0,4,9.3,,97,60,1,1009.0,4,0.0,0.0,28.0,0,26.9,,26.5,3.0,27.0,7,3.0,4,,5,6,8,,4,1.0,14,14,2.0,,329,21,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NWKC30,3,0,1,0,1,2017-08-26 13:00:00+00:00
33,2017,3,7,1.0,-0.4,64.1,1,4,0.0,0,2.0,3.0,,1,CQFA,,0,40.0,4,2.1,,98,2,0,1009.5,5,1.0,0.0,27.5,0,24.5,,23.4,3.0,28.0,2,1.0,1,,3,4,5,,1,0.5,20,2,1.0,,328,4,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NAINV5,3,0,1,0,1,2017-03-07 01:00:00+00:00
34,2017,1,29,11.0,48.5,-152.6,1,4,0.0,0,2.0,5.0,,1,CQFC,,0,170.0,3,8.2,,98,2,1,1028.8,2,1.7,0.0,4.5,0,2.0,,-1.7,1.0,2.0,5,4.0,4,,5,6,A,,4,1.5,23,14,3.0,,162,82,992,114,5,1,2.0,,,,,,,1,211111,11111111111111,,,,N5WKT5,3,0,1,0,1,2017-01-29 11:00:00+00:00
35,2017,5,23,18.0,10.3,-96.4,1,4,0.0,0,3.0,4.0,,1,CQFC,,0,180.0,3,6.2,,98,58,6,1009.1,8,0.7,0.0,26.5,0,25.5,,25.1,3.0,28.0,7,,7,,3,A,A,,4,1.0,20,14,1.5,,276,6,992,114,5,1,2.0,,,,,,,2,111311,11111111111111,,,,NKEDHY,3,0,1,0,1,2017-05-23 18:00:00+00:00
36,2017,8,13,12.0,-23.2,-71.7,1,4,0.0,0,4.0,3.0,,1,CQFC,,0,200.0,3,13.4,,99,2,0,1022.9,4,0.0,0.0,16.2,0,15.0,,14.2,1.0,13.0,1,,1,,3,0,0,,7,2.0,23,12,3.5,,422,31,992,114,5,1,2.0,,,,,,,2,113131,11111111111111,,,,NUW8P0,3,0,1,0,1,2017-08-13 12:00:00+00:00
37,2017,3,16,0.0,21.9,136.6,1,4,0.0,0,6.0,4.0,,1,CQFC,,0,360.0,3,10.3,,98,1,2,1015.4,2,2.2,0.0,19.5,0,14.5,,11.0,3.0,20.0,3,2.0,1,,3,4,0,,6,2.0,36,5,2.5,,227,16,992,114,5,1,2.0,,,,,,,2,411111,11111111111111,,,,NBN0IJ,3,0,1,0,1,2017-03-16 00:00:00+00:00
38,2017,4,8,18.0,11.6,-80.2,1,4,0.0,0,8.0,4.0,,1,CQFQ,,0,40.0,4,12.3,,98,2,0,1012.0,6,1.0,0.0,28.0,0,25.0,,23.9,3.0,27.0,4,4.0,2,,4,A,8,,4,1.0,7,6,2.0,,277,10,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NEM1MK,3,0,1,0,1,2017-04-08 18:00:00+00:00
39,2017,4,24,0.0,45.9,-153.9,1,4,0.0,0,2.0,4.0,,1,CQGS,,0,270.0,3,5.1,,97,5,2,1002.0,4,0.0,0.0,8.5,0,8.0,,7.5,3.0,6.7,8,8.0,7,,3,A,A,,4,1.0,23,10,1.5,,162,53,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NGKKZQ,3,0,1,0,1,2017-04-24 00:00:00+00:00
40,2017,7,30,0.0,28.1,127.6,1,4,0.0,0,5.0,3.0,,1,CQGS,,0,130.0,3,7.2,,98,3,0,1003.5,4,0.0,0.0,32.0,0,29.0,,28.1,3.0,29.9,2,1.0,1,,4,A,7,,1,0.5,21,7,3.0,,226,87,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NT2KVS,3,0,1,0,1,2017-07-30 00:00:00+00:00
41,2017,8,28,0.0,44.4,-139.4,1,4,0.0,0,7.0,3.0,,1,CQGS,,0,100.0,3,7.7,,97,20,5,1022.5,8,1.0,0.0,22.0,0,20.0,,19.0,3.0,20.4,7,7.0,7,,2,1,A,,6,1.0,34,10,1.5,,164,49,992,114,5,1,2.0,,,,,,,2,331111,11111111111111,,,,NWQZJK,3,0,1,0,1,2017-08-28 00:00:00+00:00
42,2017,6,5,17.0,36.8,-9.5,1,4,0.0,0,4.0,3.0,,1,CQGU,,0,340.0,4,7.7,,98,1,2,1020.6,8,1.0,0.0,24.5,0,20.0,,17.8,3.0,18.8,0,,,,9,,,,4,1.0,33,8,2.5,,213,69,992,114,5,1,2.0,,,,,,,2,131111,11111111111111,,,,NM2IPV,3,0,1,0,1,2017-06-05 17:00:00+00:00
43,2017,8,8,20.0,14.6,-97.2,1,4,0.0,0,3.0,4.0,,1,CQGU,,0,230.0,4,3.1,,98,2,1,1009.9,8,1.5,0.0,28.0,0,24.5,,23.2,3.0,29.6,4,1.0,1,,5,4,4,,1,0.5,15,3,2.0,,276,47,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NUC64I,3,0,1,0,1,2017-08-08 20:00:00+00:00
44,2017,6,20,15.0,42.3,-48.7,1,4,0.0,0,1.0,4.0,,1,CQGZ,,0,250.0,4,9.8,,92,44,4,1027.1,7,1.0,0.0,24.0,0,21.0,,19.6,3.0,12.0,1,0.0,0,,9,0,5,,6,1.5,27,9,1.0,,173,28,992,114,5,1,2.0,,,,,,,2,131111,11111111111111,,,,NO0B3N,3,0,1,0,1,2017-06-20 15:00:00+00:00
45,2017,2,14,12.0,5.5,-44.9,1,4,0.0,0,7.0,4.0,,1,CQHQ,,0,50.0,4,11.3,,98,1,0,1012.7,0,2.5,0.0,27.0,0,24.0,,22.8,3.0,27.0,4,3.0,5,,6,6,A,,4,1.5,3,10,2.5,,317,54,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,N7XACI,3,0,1,0,1,2017-02-14 12:00:00+00:00
46,2017,4,25,21.0,10.1,66.5,1,4,0.0,0,6.0,5.0,,1,CQYI,,0,350.0,3,6.7,,98,2,0,1010.0,6,1.0,0.0,28.0,0,24.5,,23.2,3.0,30.3,2,2.0,5,,6,A,A,,10,0.5,17,12,1.0,,256,6,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NGTBMB,3,0,1,0,1,2017-04-25 21:00:00+00:00
47,2017,6,29,6.0,38.6,-9.3,1,4,0.0,0,9.0,1.0,,1,CTEL,,0,350.0,4,6.7,,98,3,0,1020.0,4,0.0,0.0,18.0,0,16.0,,14.8,1.0,19.0,5,5.0,2,,4,6,A,,5,0.5,25,5,0.5,,213,89,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NP4P1W,3,0,1,0,1,2017-06-29 06:00:00+00:00
48,2017,3,22,12.0,-25.3,0.6,1,4,0.0,0,7.0,3.0,,1,DBRE,,0,140.0,4,7.7,,98,3,2,1019.5,7,0.5,0.0,24.0,0,21.5,,20.4,1.0,,7,6.0,6,,2,7,A,,1,1.0,13,1,2.0,,430,50,992,114,5,1,2.0,,,,,,,2,711111,11111111111111,,,,NCGM2E,3,0,1,0,1,2017-03-22 12:00:00+00:00
49,2017,4,5,12.0,58.2,10.7,1,4,0.0,0,4.0,2.0,,1,DGEN,,0,210.0,4,17.0,,98,2,2,1009.2,6,1.1,0.0,6.5,0,5.0,,3.3,0.0,6.0,6,,5,,3,4,8,,5,3.5,26,5,3.0,,143,80,992,114,5,1,2.0,,,,,,,2,111511,11111111111111,,,,NE7PUP,3,0,1,0,1,2017-04-05 12:00:00+00:00
50,2017,2,10,12.0,-0.6,-38.6,1,4,0.0,0,3.0,4.0,,1,DGHJ,,0,20.0,3,9.3,,98,2,2,1011.0,2,2.0,0.0,27.5,0,24.5,,23.4,3.0,27.0,7,5.0,6,,3,7,2,,6,1.0,9,5,1.0,,354,8,992,114,5,1,2.0,,,,,,,2,111211,11111111111111,,,,N7F7OX,3,0,1,0,1,2017-02-10 12:00:00+00:00
51,2017,6,6,12.0,-22.0,-40.5,1,4,0.0,0,1.0,3.0,,1,DGHJ,,0,10.0,4,8.2,,98,2,0,1020.7,3,3.2,0.0,25.6,0,20.2,,17.5,1.0,22.0,2,0.0,0,,9,0,8,,4,1.0,3,8,2.0,,425,20,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NM69DY,3,0,1,0,1,2017-06-06 12:00:00+00:00
52,2017,4,7,12.0,-32.1,-51.0,1,4,0.0,0,5.0,4.0,,1,DGHJ,,0,90.0,4,8.7,,99,1,0,1018.2,2,2.0,0.0,22.8,0,19.0,,17.0,3.0,23.0,2,1.0,1,,5,0,2,,5,1.5,16,6,2.0,,460,21,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NEGJH9,3,0,1,0,1,2017-04-07 12:00:00+00:00
53,2017,8,5,12.0,24.2,-60.5,1,4,0.0,0,7.0,3.0,,1,DGHJ,,0,90.0,4,8.7,,98,3,0,1020.8,1,1.5,0.0,27.3,0,21.1,,18.1,1.0,28.0,3,1.0,2,,6,6,8,,5,1.0,12,8,1.5,,243,40,992,114,5,1,2.0,,,,,,,2,111112,11111111111111,,,,NTWN4H,3,0,1,0,1,2017-08-05 12:00:00+00:00
54,2017,8,3,12.0,13.8,-54.1,1,4,0.0,0,7.0,3.0,,1,DGHJ,,0,100.0,4,11.3,,98,15,8,1017.6,2,2.3,0.0,28.3,0,23.7,,21.8,1.0,28.0,7,4.0,4,,6,2,8,,6,2.0,11,10,2.0,,280,34,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NTNBD6,3,0,1,0,1,2017-08-03 12:00:00+00:00
55,2017,6,7,12.0,-17.7,-38.2,1,4,0.0,0,8.0,3.0,,1,DGHJ,,0,80.0,4,6.7,,98,15,1,1018.1,2,1.6,0.0,29.4,0,21.5,,17.7,1.0,26.0,6,4.0,2,,6,6,0,,4,0.5,15,6,1.0,,390,78,992,114,5,1,2.0,,,,,,,2,131112,11111111111111,,,,NMAYZI,3,0,1,0,1,2017-06-07 12:00:00+00:00
56,2017,4,13,12.0,-31.2,-50.4,1,4,0.0,0,1.0,4.0,,1,DGHJ,,0,170.0,4,5.7,,98,2,0,1021.1,7,0.2,0.0,23.6,0,18.0,,14.8,3.0,22.0,2,1.0,0,,9,4,8,,4,1.0,16,10,2.5,,460,10,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NF7XE4,3,0,1,0,1,2017-04-13 12:00:00+00:00
57,2017,6,30,18.0,38.1,0.0,1,4,0.0,0,1.0,3.0,1.0,1,DGTX,,0,140.0,4,6.2,,98,2,0,1015.9,3,1.1,0.0,25.4,0,19.5,,16.4,1.0,26.0,2,2.0,1,,6,3,0,,4,1.0,4,8,2.0,,213,80,992,114,5,1,2.0,,,,,,,2,311111,11111111111111,,,,NPBOF7,3,0,1,0,1,2017-06-30 18:00:00+00:00
58,2017,8,2,18.0,15.3,-96.5,1,4,0.0,0,6.0,4.0,1.0,1,DGTX,,0,70.0,4,13.4,,98,2,2,1013.4,8,0.6,0.0,29.2,0,26.0,,24.9,1.0,32.0,8,7.0,7,,3,7,A,,7,3.0,15,14,3.0,,276,56,992,114,5,1,2.0,,,,,,,2,112111,11111111111111,,,,NTJU5B,3,0,1,0,1,2017-08-02 18:00:00+00:00
59,2017,6,9,12.0,14.7,-96.6,1,4,0.0,0,3.0,4.0,1.0,1,DGTX,,0,240.0,4,5.1,,98,15,9,1009.8,7,0.2,0.0,28.5,0,26.0,,25.1,1.0,31.0,6,4.0,7,,3,6,4,,2,1.0,18,14,2.0,,276,46,992,114,5,1,2.0,,,,,,,1,111111,11111111111111,,,,NMKC9B,3,0,1,0,1,2017-06-09 12:00:00+00:00
60,2017,8,22,18.0,24.3,-112.6,1,4,0.0,0,3.0,4.0,1.0,1,DGTX,,0,320.0,4,8.2,,97,1,0,1014.6,1,0.5,0.0,26.0,0,22.0,,20.2,1.0,27.0,3,2.0,1,,3,0,0,,4,0.5,32,4,0.5,,238,42,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NW2TQS,3,0,1,0,1,2017-08-22 18:00:00+00:00
61,2017,4,8,0.0,38.8,145.3,1,4,0.0,0,5.0,4.0,1.0,1,DGZL,,0,100.0,4,8.2,,98,0,0,1019.9,6,2.0,0.0,10.9,0,3.9,,-11.9,1.0,5.0,3,,A,,5,A,8,,6,2.0,2,8,3.0,,192,85,992,114,5,1,2.0,,,,,,,2,111114,11111111111111,,,,NEIKPH,3,0,1,0,1,2017-04-08 00:00:00+00:00
62,2017,8,13,9.0,24.9,36.1,1,4,0.0,0,3.0,4.0,1.0,1,DGZL,,0,300.0,4,7.2,,97,3,2,1004.8,0,0.2,0.0,32.7,0,27.5,,25.5,1.0,29.0,7,7.0,7,,2,7,8,,8,1.0,32,8,1.0,,217,46,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NUVNOA,3,0,1,0,1,2017-08-13 09:00:00+00:00
63,2017,6,3,12.0,35.8,15.8,1,4,0.0,0,2.0,4.0,1.0,1,DGZL,,0,240.0,4,2.1,,98,2,0,1016.5,4,0.0,0.0,25.5,0,22.5,,21.0,1.0,22.0,1,1.0,1,,3,2,5,,11,0.5,17,11,0.5,,215,55,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NLS5NV,3,0,1,0,1,2017-06-03 12:00:00+00:00
64,2017,7,3,0.0,-32.1,153.4,1,4,0.0,0,4.0,4.0,1.0,1,DHBN,,0,340.0,4,8.7,,98,2,1,1022.5,0,0.0,0.0,16.9,0,13.2,,9.9,1.0,21.1,3,2.0,1,,5,6,A,,4,1.0,17,8,2.5,,445,23,992,114,5,1,2.0,,,,,,,2,111111,11111111111111,,,,NPM7OC,3,0,1,0,1,2017-07-03 00:00:00+00:00
